Passenger Id,Age,Sibling/Spouse Aboard,Parent/Children Aboard,Passenger Class,Fare,Embarkation Port,Survival Boat,Body Number,Survived,Female,Male
506,48,0,0,2,13,2,DNS,271,0,0,1
507,70,0,0,2,10.5,2,DNS,BNR,0,0,1
508,27,0,0,2,13,2,DNS,BNR,0,0,1
509,54,0,0,2,14,2,DNS,BNR,0,0,1
510,39,0,0,2,26,2,DNS,BNR,0,0,1
511,16,0,0,2,10.5,2,DNS,BNR,0,0,1
512,62,0,0,2,9.6875,1,DNS,BNR,0,0,1
513,32.5,1,0,2,30.0708,0,DNS,43,0,0,1
514,14,1,0,2,30.0708,0,DNS,S,1,1,0
515,2,1,1,2,26,2,D,S,1,0,1
516,3,1,1,2,26,2,D,S,1,0,1
517,36.5,0,2,2,26,2,DNS,15,0,0,1
518,26,0,0,2,13,2,DNS,BNR,0,0,1
519,19,1,1,2,36.75,2,DNS,101,0,0,1
520,28,0,0,2,13.5,2,DNS,287,0,0,1
521,20,0,0,2,13.8625,0,7,S,1,0,1
522,29,0,0,2,10.5,2,11,S,1,1,0
523,39,0,0,2,13,2,DNS,BNR,0,0,1
524,22,0,0,2,10.5,2,13,S,1,0,1
525,30,0,0,2,13.8625,0,9,S,1,0,1
526,23,0,0,2,10.5,2,DNS,BNR,0,0,1
527,29,0,0,2,13.8583,0,9,S,1,0,1
528,28,0,0,2,10.5,2,DNS,BNR,0,0,1
529,30,0,0,2,0,2,DNS,BNR,0,0,1
530,50,0,1,2,26,2,12,S,1,1,0
531,19,0,0,2,10.5,2,DNS,BNR,0,0,1
532,30,0,0,2,15.05,0,DNS,BNR,0,0,1
533,41,0,0,2,13,2,DNS,BNR,0,0,1
534,21,0,1,2,21,2,12,S,1,1,0
535,19,0,0,2,26,2,11,S,1,1,0
536,43,0,1,2,21,2,DNS,BNR,0,0,1
537,32,0,0,2,13,2,9,S,1,1,0
538,34,0,0,2,13,2,DNS,BNR,0,0,1
539,30,0,0,2,12.7375,0,14,S,1,0,1
540,27,0,0,2,15.0333,0,DNS,BNR,0,0,1
541,2,1,1,2,26,2,11,S,1,1,0
542,8,1,1,2,26,2,11,S,1,1,0
543,33,0,2,2,26,2,11,S,1,1,0
544,36,0,0,2,10.5,2,DNS,BNR,0,0,1
545,34,1,0,2,21,2,12,BNR,0,0,1
546,30,3,0,2,21,2,DNS,S,1,1,0
547,28,0,0,2,13,2,9,S,1,1,0
548,23,0,0,2,15.0458,0,DNS,BNR,0,0,1
549,0.8333,1,1,2,18.75,2,4,S,1,0,1
550,3,1,1,2,18.75,2,4,S,1,0,1
551,24,2,3,2,18.75,2,4,S,1,1,0
552,50,0,0,2,10.5,2,13,S,1,1,0
553,19,0,0,2,10.5,2,DNS,BNR,0,0,1
554,21,0,0,2,10.5,2,12,S,1,1,0
555,26,0,0,2,13,2,DNS,BNR,0,0,1
556,25,0,0,2,13,2,DNS,BNR,0,0,1
557,27,0,0,2,26,2,DNS,BNR,0,0,1
558,25,0,1,2,26,2,12,S,1,1,0
559,18,0,2,2,13,2,16,S,1,1,0
560,20,0,0,2,36.75,2,11,S,1,1,0
561,30,0,0,2,13,2,10,S,1,1,0
562,59,0,0,2,13.5,2,DNS,BNR,0,0,1
563,30,0,0,2,12.35,1,13,S,1,1,0
564,35,0,0,2,10.5,2,DNS,BNR,0,0,1
565,40,0,0,2,13,2,9,S,1,1,0
566,25,0,0,2,13,2,DNS,BNR,0,0,1
567,41,0,0,2,15.0458,0,DNS,BNR,0,0,1
568,25,0,0,2,10.5,2,DNS,81,0,0,1
569,18.5,0,0,2,13,2,DNS,294,0,0,1
570,14,0,0,2,65,2,DNS,BNR,0,0,1
571,50,0,0,2,10.5,2,9,S,1,1,0
572,23,0,0,2,13,2,DNS,BNR,0,0,1
573,28,0,0,2,12.65,2,DNS,S,1,1,0
574,27,0,0,2,10.5,2,16,S,1,1,0
575,29,1,0,2,21,2,DNS,BNR,0,0,1
576,27,1,0,2,21,2,DNS,BNR,0,1,0
577,40,0,0,2,13,2,DNS,BNR,0,0,1
578,31,0,0,2,21,2,14,S,1,1,0
579,30,1,0,2,21,2,DNS,BNR,0,0,1
580,23,1,0,2,10.5,2,DNS,BNR,0,0,1
581,31,0,0,2,21,2,10,S,1,1,0
582,30,0,0,2,0,2,DNS,BNR,0,0,1
583,12,0,0,2,15.75,2,9,S,1,1,0
584,40,0,0,2,15.75,2,9,S,1,1,0
585,32.5,0,0,2,13,2,12,S,1,1,0
586,27,1,0,2,26,2,DNS,293,0,0,1
587,29,1,0,2,26,2,10,S,1,1,0
588,2,1,1,2,23,2,14,S,1,0,1
589,4,1,1,2,23,2,14,S,1,1,0
590,29,0,2,2,23,2,14,S,1,1,0
591,0.9167,1,2,2,27.75,2,10,S,1,1,0
592,5,1,2,2,27.75,2,10,S,1,1,0
593,36,1,2,2,27.75,2,DNS,BNR,0,0,1
594,33,1,2,2,27.75,2,10,S,1,1,0
595,66,0,0,2,10.5,2,DNS,BNR,0,0,1
596,30,0,0,2,12.875,2,DNS,BNR,0,0,1
597,31,0,0,2,13,2,9,S,1,0,1
598,30,0,0,2,13,2,14,S,1,0,1
599,26,0,0,2,13.5,2,9,S,1,1,0
600,24,0,0,2,13,2,DNS,BNR,0,1,0
601,42,0,0,3,7.55,2,DNS,BNR,0,0,1
602,13,0,2,3,20.25,2,DNS,BNR,0,0,1
603,16,1,1,3,20.25,2,DNS,190,0,0,1
604,35,1,1,3,20.25,2,A,S,1,1,0
605,16,0,0,3,7.65,2,16,S,1,1,0
606,25,0,0,3,7.65,2,A,S,1,0,1
607,20,0,0,3,7.925,2,15,S,1,0,1
608,18,0,0,3,7.2292,0,C,S,1,1,0
609,30,0,0,3,7.25,2,DNS,72,0,0,1
610,26,0,0,3,8.05,2,DNS,103,0,0,1
611,40,1,0,3,9.475,2,DNS,BNR,0,1,0
612,0.8333,0,1,3,9.35,2,11,S,1,0,1
613,18,0,1,3,9.35,2,13,S,1,1,0
614,26,0,0,3,18.7875,0,15,S,1,0,1
615,26,0,0,3,7.8875,2,DNS,BNR,0,0,1
616,20,0,0,3,7.925,2,DNS,BNR,0,0,1
617,24,0,0,3,7.05,2,DNS,BNR,0,0,1
618,25,0,0,3,7.05,2,DNS,79,0,0,1
619,35,0,0,3,8.05,2,DNS,BNR,0,0,1
620,18,0,0,3,8.3,2,DNS,259,0,0,1
621,32,0,0,3,22.525,2,DNS,260,0,0,1
622,19,1,0,3,7.8542,2,16,S,1,1,0
623,4,4,2,3,31.275,2,DNS,BNR,0,0,1
624,6,4,2,3,31.275,2,DNS,BNR,0,1,0
625,2,4,2,3,31.275,2,DNS,BNR,0,1,0
626,17,4,2,3,7.925,2,D,S,1,1,0
627,38,4,2,3,7.775,2,DNS,BNR,0,1,0
628,9,4,2,3,31.275,2,DNS,BNR,0,1,0
629,11,4,2,3,31.275,2,DNS,BNR,0,1,0
630,39,1,5,3,31.275,2,DNS,BNR,0,0,1
631,27,0,0,3,7.7958,2,A,S,1,0,1
632,26,0,0,3,7.775,2,DNS,BNR,0,0,1
633,39,1,5,3,31.275,2,DNS,BNR,0,1,0
634,20,0,0,3,7.8542,2,DNS,BNR,0,0,1
635,26,0,0,3,7.8958,2,DNS,BNR,0,0,1
636,25,1,0,3,17.8,2,DNS,BNR,0,0,1
637,18,1,0,3,17.8,2,DNS,BNR,0,1,0
638,24,0,0,3,7.775,2,DNS,BNR,0,0,1
639,35,0,0,3,7.05,2,DNS,BNR,0,0,1
640,5,4,2,3,31.3875,2,DNS,BNR,0,0,1
641,9,4,2,3,31.3875,2,DNS,BNR,0,0,1
642,3,4,2,3,31.3875,2,15,S,1,0,1
643,13,4,2,3,31.3875,2,DNS,BNR,0,0,1
644,5,4,2,3,31.3875,2,15,S,1,1,0
645,40,1,5,3,31.3875,2,DNS,142,0,0,1
646,23,0,0,3,7.7958,2,13,S,1,0,1
647,38,1,5,3,31.3875,2,15,S,1,1,0
648,45,0,0,3,7.225,0,C,S,1,1,0
649,21,0,0,3,7.225,0,DNS,BNR,0,0,1
650,23,0,0,3,7.05,2,DNS,BNR,0,0,1
651,17,0,0,3,14.4583,0,DNS,BNR,0,1,0
652,30,0,0,3,7.225,0,DNS,BNR,0,0,1
653,23,0,0,3,7.8542,2,DNS,BNR,0,0,1
654,13,0,0,3,7.2292,0,C,S,1,1,0
655,20,0,0,3,7.225,0,DNS,BNR,0,0,1
656,32,1,0,3,15.85,2,D,BNR,0,0,1
657,33,3,0,3,15.85,2,DNS,S,1,1,0
658,0.75,2,1,3,19.2583,0,C,S,1,1,0
659,0.75,2,1,3,19.2583,0,C,S,1,1,0
660,5,2,1,3,19.2583,0,C,S,1,1,0
661,24,0,3,3,19.2583,0,C,S,1,1,0
662,18,0,0,3,8.05,2,C,S,1,1,0
663,40,0,0,3,7.225,0,DNS,BNR,0,0,1
664,26,0,0,3,7.8958,2,DNS,BNR,0,0,1
665,20,0,0,3,7.2292,0,15,S,1,0,1
666,18,0,1,3,14.4542,0,DNS,BNR,0,1,0
667,45,0,1,3,14.4542,0,DNS,BNR,0,1,0
668,27,0,0,3,7.8792,1,DNS,BNR,0,1,0
669,22,0,0,3,8.05,2,DNS,BNR,0,0,1
670,19,0,0,3,8.05,2,DNS,BNR,0,0,1
671,26,0,0,3,7.775,2,DNS,BNR,0,0,1
672,22,0,0,3,9.35,2,DNS,BNR,0,0,1
673,6,0,0,3,7.2292,0,DNS,BNR,0,0,1
674,20,0,0,3,4.0125,0,DNS,BNR,0,0,1
675,32,0,0,3,56.4958,2,C,S,1,0,1
676,21,0,0,3,7.775,2,DNS,BNR,0,0,1
677,18,0,0,3,7.75,2,DNS,BNR,0,0,1
678,26,0,0,3,7.8958,2,DNS,BNR,0,0,1
679,6,1,1,3,15.2458,0,DNS,BNR,0,0,1
680,9,1,1,3,15.2458,0,DNS,BNR,0,1,0
681,26,0,0,3,7.225,0,DNS,BNR,0,0,1
682,31,0,2,3,15.2458,0,DNS,BNR,0,1,0
683,18,0,2,3,7.75,1,DNS,BNR,0,1,0
684,40,1,1,3,15.5,1,DNS,BNR,0,0,1
685,32,1,1,3,15.5,1,DNS,BNR,0,1,0
686,21,0,0,3,16.1,2,DNS,BNR,0,0,1
687,22,0,0,3,7.725,1,13,S,1,1,0
688,20,0,0,3,7.8542,2,DNS,BNR,0,1,0
689,29,1,0,3,7.0458,2,DNS,BNR,0,0,1
690,22,1,0,3,7.25,2,DNS,BNR,0,0,1
691,22,0,0,3,7.7958,2,DNS,BNR,0,0,1
692,35,0,0,3,8.05,2,DNS,BNR,0,0,1
693,18.5,0,0,3,7.2833,1,DNS,299,0,1,0
694,21,0,0,3,7.8208,1,13,S,1,0,1
695,19,0,0,3,6.75,1,DNS,BNR,0,0,1
696,18,0,0,3,7.8792,1,DNS,BNR,0,1,0
697,21,0,0,3,8.6625,2,DNS,BNR,0,1,0
698,30,0,0,3,8.6625,2,DNS,BNR,0,1,0
699,18,0,0,3,8.6625,2,DNS,BNR,0,0,1
700,38,0,0,3,8.6625,2,DNS,BNR,0,0,1
701,17,0,0,3,8.6625,2,DNS,BNR,0,0,1
702,17,0,0,3,8.6625,2,DNS,BNR,0,0,1
703,21,0,0,3,7.75,1,DNS,BNR,0,1,0
704,21,0,0,3,7.75,1,DNS,BNR,0,0,1
705,21,0,0,3,8.05,2,DNS,BNR,0,0,1
706,26,1,0,3,14.4583,0,DNS,BNR,0,0,1
707,31,1,0,3,14.4583,0,DNS,BNR,0,1,0
708,28,0,0,3,7.7958,2,DNS,BNR,0,0,1
709,24,0,0,3,7.8542,2,DNS,BNR,0,0,1
710,16,0,0,3,7.75,1,16,S,1,1,0
711,37,0,0,3,7.75,1,DNS,BNR,0,1,0
712,28,0,0,3,7.25,2,DNS,BNR,0,0,1
713,24,0,0,3,8.05,2,DNS,BNR,0,0,1
714,21,0,0,3,7.7333,1,DNS,BNR,0,0,1
715,32,0,0,3,56.4958,2,C,S,1,0,1
716,29,0,0,3,8.05,2,DNS,BNR,0,0,1
717,26,1,0,3,14.4542,0,DNS,BNR,0,0,1
718,18,1,0,3,14.4542,0,DNS,BNR,0,0,1
719,20,0,0,3,7.05,2,DNS,BNR,0,0,1
720,18,0,0,3,8.05,2,12,S,1,0,1
721,24,0,0,3,7.25,1,DNS,BNR,0,0,1
722,36,0,0,3,7.4958,2,DNS,BNR,0,0,1
723,24,0,0,3,7.4958,2,DNS,BNR,0,0,1
724,31,0,0,3,7.7333,1,DNS,BNR,0,0,1
725,31,0,0,3,7.75,1,DNS,BNR,0,0,1
726,22,0,0,3,7.75,1,13,S,1,1,0
727,30,0,0,3,7.6292,1,DNS,BNR,0,1,0
728,70.5,0,0,3,7.75,1,DNS,171,0,0,1
729,43,0,0,3,8.05,2,DNS,BNR,0,0,1
730,35,0,0,3,7.8958,2,DNS,BNR,0,0,1
731,27,0,0,3,7.8958,2,DNS,BNR,0,0,1
732,19,0,0,3,7.8958,2,DNS,BNR,0,0,1
733,30,0,0,3,8.05,2,DNS,BNR,0,0,1
734,9,1,1,3,15.9,2,2,S,1,0,1
735,3,1,1,3,15.9,2,2,S,1,0,1
736,36,0,2,3,15.9,2,2,S,1,1,0
737,59,0,0,3,7.25,2,DNS,BNR,0,0,1
738,19,0,0,3,8.1583,2,DNS,BNR,0,0,1
739,17,0,1,3,16.1,2,12,S,1,1,0
740,44,0,1,3,16.1,2,DNS,BNR,0,0,1
741,17,0,0,3,8.6625,2,DNS,BNR,0,0,1
742,22.5,0,0,3,7.225,0,DNS,9,0,0,1
743,45,0,0,3,8.05,2,15,S,1,0,1
744,22,0,0,3,10.5167,2,DNS,BNR,0,1,0
745,19,0,0,3,10.1708,2,DNS,BNR,0,0,1
746,30,0,0,3,6.95,1,15,S,1,1,0
747,29,0,0,3,7.75,1,13 15 B,S,1,0,1
748,0.3333,0,2,3,14.4,2,DNS,BNR,0,0,1
749,34,1,1,3,14.4,2,DNS,197,0,0,1
750,28,1,1,3,14.4,2,DNS,BNR,0,1,0
751,27,0,0,3,7.8958,2,DNS,BNR,0,0,1
752,25,0,0,3,7.8958,2,DNS,BNR,0,0,1
753,24,2,0,3,24.15,2,DNS,BNR,0,0,1
754,22,0,0,3,8.05,2,DNS,BNR,0,0,1
755,21,2,0,3,24.15,2,DNS,BNR,0,0,1
756,17,2,0,3,8.05,2,DNS,BNR,0,0,1
757,26,1,0,3,16.1,2,DNS,BNR,0,0,1
758,31,1,0,3,16.1,2,16,S,1,1,0
759,36.5,1,0,3,17.4,2,15,S,1,0,1
760,36,1,0,3,17.4,2,13,S,1,1,0
761,30,0,0,3,9.5,2,11,S,1,0,1
762,16,0,0,3,9.5,2,DNS,BNR,0,0,1
763,1,1,2,3,20.575,2,10,S,1,0,1
764,0.1667,1,2,3,20.575,2,10,S,1,1,0
765,26,1,2,3,20.575,2,DNS,BNR,0,0,1
766,33,1,2,3,20.575,2,10,S,1,1,0
767,25,0,0,3,7.8958,2,DNS,BNR,0,0,1
768,26,0,0,3,7.8958,2,DNS,BNR,0,0,1
769,26,0,0,3,7.8958,2,DNS,BNR,0,0,1
770,22,0,0,3,7.25,2,DNS,BNR,0,0,1
771,36,0,0,3,7.25,2,DNS,BNR,0,0,1
772,19,0,0,3,7.8792,1,C,S,1,1,0
773,17,0,0,3,7.8958,2,DNS,BNR,0,0,1
774,42,0,0,3,8.6625,2,DNS,BNR,0,0,1
775,43,0,0,3,7.8958,2,DNS,BNR,0,0,1
776,26,0,0,3,7.2292,0,DNS,BNR,0,0,1
777,32,0,0,3,7.75,1,DNS,BNR,0,0,1
778,19,0,0,3,8.05,2,B,S,1,0,1
779,30,0,0,3,12.475,2,13,S,1,1,0
780,24,0,0,3,7.75,1,DNS,BNR,0,1,0
781,23,0,0,3,8.05,2,DNS,S,1,1,0
782,33,0,0,3,7.8958,0,DNS,51,0,0,1
783,65,0,0,3,7.75,1,DNS,BNR,0,0,1
784,24,0,0,3,7.55,2,D,S,1,0,1
785,23,1,0,3,13.9,2,DNS,BNR,0,0,1
786,22,1,0,3,13.9,2,16,S,1,1,0
787,18,0,0,3,7.775,2,DNS,BNR,0,0,1
788,16,0,0,3,7.775,2,DNS,BNR,0,0,1
789,45,0,0,3,6.975,2,DNS,BNR,0,0,1
790,26,0,0,3,7.225,0,DNS,BNR,0,0,1
791,39,0,2,3,7.2292,0,DNS,BNR,0,0,1
792,17,1,1,3,7.2292,0,DNS,BNR,0,0,1
793,15,1,1,3,7.2292,0,DNS,BNR,0,0,1
794,47,0,0,3,7.25,2,DNS,BNR,0,0,1
795,5,0,0,3,12.475,2,13,S,1,1,0
796,26,0,0,3,7.225,0,DNS,BNR,0,0,1
797,40.5,0,0,3,15.1,2,DNS,187,0,0,1
798,40.5,0,0,3,7.75,1,DNS,68,0,0,1
799,26,0,0,3,7.05,2,15,S,1,0,1
800,18,0,0,3,7.7958,2,DNS,BNR,0,0,1
801,18,0,0,3,7.75,1,DNS,BNR,0,1,0
802,26,0,0,3,7.75,1,DNS,BNR,0,0,1
803,26,0,0,3,6.95,1,DNS,BNR,0,0,1
804,26,0,0,3,7.8792,1,DNS,BNR,0,0,1
805,26,0,0,3,7.75,1,DNS,BNR,0,0,1
806,26,0,0,3,56.4958,2,13,S,1,0,1
807,21,2,2,3,34.375,2,DNS,BNR,0,1,0
808,9,2,2,3,34.375,2,DNS,BNR,0,1,0
809,26,0,0,3,8.05,2,DNS,BNR,0,0,1
810,18,2,2,3,34.375,2,DNS,BNR,0,0,1
811,16,1,3,3,34.375,2,DNS,BNR,0,0,1
812,48,1,3,3,34.375,2,DNS,BNR,0,1,0
813,26,0,0,3,7.75,1,DNS,BNR,0,0,1
814,26,0,0,3,7.25,2,DNS,BNR,0,0,1
815,25,0,0,3,7.7417,1,DNS,BNR,0,0,1
816,26,0,0,3,14.5,2,DNS,BNR,0,0,1
817,26,0,0,3,7.8958,0,DNS,BNR,0,0,1
818,22,0,0,3,8.05,2,DNS,47,0,0,1
819,16,0,0,3,7.7333,1,16,S,1,1,0
820,18,0,0,3,7.75,1,13,S,1,1,0
821,9,0,2,3,20.525,2,C D,S,1,0,1
822,33,1,1,3,20.525,2,DNS,BNR,0,0,1
823,41,0,0,3,7.85,2,DNS,BNR,0,0,1
824,31,1,1,3,20.525,2,C D,S,1,1,0
825,38,0,0,3,7.05,2,DNS,BNR,0,0,1
826,9,5,2,3,46.9,2,DNS,BNR,0,0,1
827,1,5,2,3,46.9,2,DNS,BNR,0,0,1
828,11,5,2,3,46.9,2,DNS,BNR,0,0,1
829,10,5,2,3,46.9,2,DNS,BNR,0,1,0
830,16,5,2,3,46.9,2,DNS,BNR,0,1,0
831,14,5,2,3,46.9,2,DNS,BNR,0,0,1
832,40,1,6,3,46.9,2,DNS,BNR,0,0,1
833,43,1,6,3,46.9,2,DNS,BNR,0,1,0
834,51,0,0,3,8.05,2,DNS,BNR,0,0,1
835,32,0,0,3,8.3625,2,DNS,BNR,0,0,1
836,26,0,0,3,8.05,2,DNS,BNR,0,0,1
837,20,0,0,3,9.8458,2,DNS,BNR,0,0,1
838,37,2,0,3,7.925,2,DNS,98,0,0,1
839,28,2,0,3,7.925,2,DNS,BNR,0,0,1
840,19,0,0,3,7.775,2,DNS,BNR,0,0,1
841,24,0,0,3,8.85,2,DNS,BNR,0,1,0
842,17,0,0,3,7.7333,1,DNS,BNR,0,1,0
843,26,1,0,3,19.9667,2,DNS,BNR,0,0,1
844,26,1,0,3,19.9667,2,DNS,BNR,0,0,1
845,28,1,0,3,15.85,2,DNS,BNR,0,0,1
846,24,1,0,3,15.85,2,15,S,1,1,0
847,20,0,0,3,9.5,2,DNS,BNR,0,0,1
848,23.5,0,0,3,7.2292,0,DNS,188,0,0,1
849,41,2,0,3,14.1083,2,DNS,BNR,0,0,1
850,26,1,0,3,7.8542,2,DNS,BNR,0,0,1
851,21,0,0,3,7.8542,2,DNS,69,0,0,1
852,45,1,0,3,14.1083,2,11,S,1,1,0
853,18,0,0,3,7.55,2,DNS,BNR,0,1,0
854,25,0,0,3,7.25,2,B,BNR,0,0,1
855,26,0,0,3,6.8583,1,DNS,BNR,0,0,1
856,11,0,0,3,18.7875,0,DNS,BNR,0,0,1
857,18,0,0,3,7.75,1,16,S,1,1,0
858,27,0,0,3,6.975,2,15,S,1,0,1
859,26,0,0,3,56.4958,2,C,S,1,0,1
860,18,0,0,3,6.75,1,DNS,BNR,0,1,0
861,26,0,0,3,7.925,2,DNS,S,1,1,0
862,23,0,0,3,7.925,2,DNS,BNR,0,1,0
863,22,0,0,3,8.9625,2,C,S,1,1,0
864,28,0,0,3,7.8958,2,DNS,306,0,0,1
865,28,0,0,3,7.775,2,DNS,BNR,0,1,0
866,18,0,0,3,7.75,1,DNS,BNR,0,1,0
867,2,0,1,3,12.2875,2,15,S,1,1,0
868,22,1,1,3,12.2875,2,15,S,1,1,0
869,43,0,0,3,6.45,2,DNS,BNR,0,0,1
870,28,0,0,3,22.525,2,DNS,BNR,0,0,1
871,27,0,0,3,7.925,2,DNS,S,1,1,0
872,26,0,0,3,7.75,1,DNS,BNR,0,0,1
873,18,0,0,3,8.05,2,C,S,1,1,0
874,42,0,0,3,7.65,2,DNS,120,0,0,1
875,26,0,0,3,7.8875,2,C,S,1,0,1
876,30,0,0,3,7.2292,0,DNS,BNR,0,0,1
877,26,0,0,3,7.8958,2,DNS,BNR,0,0,1
878,27,1,0,3,7.925,2,DNS,BNR,0,1,0
879,25,1,0,3,7.925,2,DNS,BNR,0,1,0
880,26,0,0,3,7.8958,2,DNS,BNR,0,0,1
881,29,0,0,3,7.8958,0,15,S,1,0,1
882,21,0,0,3,7.7958,2,A,S,1,0,1
883,26,0,0,3,7.05,2,DNS,BNR,0,0,1
884,20,0,0,3,7.8542,2,DNS,BNR,0,0,1
885,48,0,0,3,7.8542,2,DNS,BNR,0,0,1
886,17,1,0,3,7.0542,2,DNS,BNR,0,0,1
887,18,0,0,3,7.75,1,D,S,1,1,0
888,26,0,0,3,8.1125,2,13,S,1,0,1
889,34,0,0,3,6.4958,2,DNS,143,0,0,1
890,26,0,0,3,7.775,2,15,S,1,0,1
891,22,0,0,3,7.7958,2,DNS,156,0,0,1
892,33,0,0,3,8.6542,2,DNS,285,0,0,1
893,31,0,0,3,7.775,2,DNS,BNR,0,0,1
894,29,0,0,3,7.8542,2,DNS,BNR,0,0,1
895,4,1,1,3,11.1333,2,15,S,1,0,1
896,1,1,1,3,11.1333,2,15,S,1,1,0
897,49,0,0,3,0,2,DNS,BNR,0,0,1
898,33,0,0,3,7.775,2,DNS,37,0,0,1
899,19,0,0,3,0,2,DNS,BNR,0,0,1
900,27,0,2,3,11.1333,2,15,S,1,1,0
901,6,1,2,3,23.45,2,DNS,BNR,0,0,1
902,18,1,2,3,23.45,2,DNS,BNR,0,1,0
903,26,1,2,3,23.45,2,DNS,BNR,0,0,1
904,31,1,2,3,23.45,2,DNS,BNR,0,1,0
905,23,0,0,3,7.8958,2,DNS,BNR,0,0,1
906,32,0,0,3,7.8542,2,15,S,1,0,1
907,27,0,0,3,7.8542,2,DNS,BNR,0,0,1
908,20,1,0,3,9.825,2,DNS,BNR,0,1,0
909,21,1,0,3,9.825,2,DNS,BNR,0,1,0
910,32,0,0,3,7.925,2,15,S,1,0,1
911,17,0,0,3,7.125,2,DNS,BNR,0,0,1
912,21,0,0,3,8.4333,2,DNS,BNR,0,0,1
913,30,0,0,3,7.8958,2,DNS,BNR,0,0,1
914,21,0,0,3,7.7958,2,13,S,1,0,1
915,33,0,0,3,7.8542,2,DNS,BNR,0,0,1
916,22,0,0,3,7.5208,2,DNS,BNR,0,0,1
917,4,0,1,3,13.4167,0,15,S,1,1,0
918,39,0,1,3,13.4167,0,15,S,1,0,1
919,26,0,0,3,7.2292,0,DNS,BNR,0,0,1
920,18.5,0,0,3,7.2292,0,DNS,58,0,0,1
921,26,0,0,3,7.75,1,DNS,BNR,0,0,1
922,26,0,0,3,7.25,2,A,BNR,0,0,1
923,18,0,0,3,7.75,1,16,S,1,1,0
924,18,0,0,3,7.75,1,D,S,1,1,0
925,34.5,0,0,3,7.8292,1,DNS,70,0,0,1
926,44,0,0,3,8.05,2,DNS,BNR,0,0,1
927,26,0,0,3,7.75,1,DNS,S,1,0,1
928,26,1,0,3,14.4542,0,DNS,BNR,0,0,1
929,31,1,0,3,14.4542,0,DNS,BNR,0,1,0
930,26,1,0,3,7.75,1,DNS,BNR,0,0,1
931,26,1,0,3,7.75,1,DNS,BNR,0,0,1
932,26,0,0,3,7.7375,1,DNS,BNR,0,0,1
933,22,2,0,3,8.6625,2,DNS,BNR,0,1,0
934,26,2,0,3,8.6625,2,DNS,BNR,0,0,1
935,4,0,2,3,22.025,2,2,S,1,1,0
936,29,3,1,3,22.025,2,2,S,1,0,1
937,26,1,1,3,22.025,2,2,S,1,1,0
938,1,1,1,3,12.1833,2,DNS,BNR,0,1,0
939,18,1,1,3,7.8542,2,DNS,BNR,0,0,1
940,36,0,2,3,12.1833,2,DNS,BNR,0,1,0
941,26,0,0,3,7.8958,0,DNS,BNR,0,0,1
942,25,0,0,3,7.2292,0,10,S,1,0,1
943,26,0,0,3,7.225,0,DNS,BNR,0,0,1
944,37,0,0,3,9.5875,2,DNS,BNR,0,1,0
945,26,0,0,3,7.8958,2,DNS,BNR,0,0,1
946,26,0,0,3,56.4958,2,C,S,1,0,1
947,26,0,0,3,56.4958,2,DNS,BNR,0,0,1
948,22,0,0,3,7.25,2,13,S,1,1,0
949,26,0,0,3,7.75,1,DNS,BNR,0,0,1
950,26,0,0,3,56.4958,2,14,S,1,0,1
951,29,0,0,3,9.4833,2,DNS,BNR,0,0,1
952,29,0,0,3,7.775,2,DNS,BNR,0,0,1
953,22,0,0,3,7.775,2,DNS,BNR,0,0,1
954,22,0,0,3,7.225,0,6,S,1,0,1
955,6,3,1,3,25.4667,2,DNS,BNR,0,0,1
956,18,3,1,3,25.4667,2,DNS,BNR,0,1,0
957,18,3,1,3,25.4667,2,DNS,BNR,0,1,0
958,18,3,1,3,25.4667,2,DNS,BNR,0,1,0
959,31,0,4,3,25.4667,2,DNS,BNR,0,1,0
960,32,0,0,3,7.925,2,DNS,BNR,0,0,1
961,34.5,0,0,3,6.4375,0,DNS,196,0,0,1
962,18,1,0,3,15.5,1,DNS,BNR,0,1,0
963,26,1,0,3,15.5,1,DNS,BNR,0,0,1
964,36,0,0,3,0,2,DNS,BNR,0,0,1
965,39,0,0,3,24.15,2,DNS,BNR,0,0,1
966,24,0,0,3,9.5,2,DNS,BNR,0,0,1
967,25,0,0,3,7.775,2,DNS,BNR,0,1,0
968,45,0,0,3,7.75,2,DNS,BNR,0,1,0
969,36,1,0,3,15.55,2,A,BNR,0,0,1
970,30,1,0,3,15.55,2,A,BNR,0,1,0
971,20,1,0,3,7.925,2,15,S,1,0,1
972,26,0,0,3,7.8792,1,DNS,BNR,0,0,1
973,28,0,0,3,56.4958,2,DNS,BNR,0,0,1
974,26,0,0,3,7.55,2,DNS,BNR,0,0,1
975,30,1,0,3,16.1,2,DNS,BNR,0,0,1
976,26,1,0,3,16.1,2,DNS,BNR,0,1,0
977,26,0,0,3,7.8792,2,DNS,153,0,0,1
978,20.5,0,0,3,7.25,2,DNS,BNR,0,0,1
979,27,0,0,3,8.6625,2,15,S,1,0,1
980,51,0,0,3,7.0542,2,DNS,BNR,0,0,1
981,23,0,0,3,7.8542,2,10,S,1,1,0
982,32,0,0,3,7.5792,2,15,S,1,0,1
983,26,0,0,3,7.8958,2,DNS,BNR,0,0,1
984,26,0,0,3,7.55,2,DNS,BNR,0,0,1
985,18,0,0,3,7.75,1,15,S,1,1,0
986,24,0,0,3,7.1417,2,13,S,1,0,1
